FTSE NAREIT US Real Estate Index Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monthly Index Values and Returns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 1971 - March 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Returns and dividend yield in percent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All REITs,,,,,,,Composite,,,,,,,Real Estate 50,,,,,,,All Equity REITs,,,,,,,Equity REITs,,,,,,,Mortgage REITs,,,,,
,Total,,Price,,Income,Dividend,,Total,,Price,,Income,Dividend,,Total,,Price,,Income,Dividend,,Total,,Price,,Income,Dividend,,Total,,Price,,Income,Dividend,,Total,,Price,,Income ,Dividend
Date,Return,Index,Return,Index,Return,Yield,,Return,Index,Return,Index,Return,Yield,,Return,Index,Return,Index,Return,Yield,,Return,Index,Return,Index,Return,Yield,,Return,Index,Return,Index,Return,Yield,,Return,Index,Return,Index,Return,Yield
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov-76,4.33,87.24,4.08,54.12,0.25,8.26,,4.33,87.24,4.08,54.12,0.25,8.26,,,,,,,,,3.32,118.41,3.17,78.11,0.16,7.81,,3.32,118.41,3.17,78.11,0.16,7.81,,5.08,76.82,4.62,44.57,0.45,9.15
Dec-76,8.84,94.96,8.04,58.47,0.8,7.42,,8.84,94.96,8.04,58.47,0.8,7.42,,,,,,,,,6.64,126.28,5.57,82.46,1.07,7.4,,6.64,126.28,5.57,82.46,1.07,7.4,,8.69,83.5,7.64,47.97,1.06,7.72
Jan-77,1.81,96.68,0.82,58.95,0.99,7.64,,1.81,96.68,0.82,58.95,0.99,7.64,,,,,,,,,5.82,133.62,5.01,86.59,0.81,7.04,,5.82,133.62,5.01,86.59,0.81,7.04,,-0.9,82.75,-1.47,47.27,0.57,7.87
Feb-77,-0.46,96.23,-0.7,58.53,0.24,7.82,,-0.46,96.23,-0.7,58.53,0.24,7.82,,,,,,,,,0.99,134.95,0.84,87.31,0.16,7.21,,0.99,134.95,0.84,87.31,0.16,7.21,,0.58,83.23,0.28,47.4,0.31,7.83
Mar-77,0.36,96.58,-0.44,58.28,0.8,8.01,,0.36,96.58,-0.44,58.28,0.8,8.01,,,,,,,,,0.66,135.84,-0.35,87.01,1.01,7.45,,0.66,135.84,-0.35,87.01,1.01,7.45,,0.62,83.75,-0.6,47.11,1.23,8.23
Apr-77,3.65,100.11,2.85,59.94,0.81,7.68,,3.65,100.11,2.85,59.94,0.81,7.68,,,,,,,,,1.31,137.62,0.81,87.71,0.51,7.26,,1.31,137.62,0.81,87.71,0.51,7.26,,3.55,86.72,3.07,48.56,0.48,8.04
May-77,-1.13,98.98,-1.48,59.05,0.35,7.98,,-1.13,98.98,-1.48,59.05,0.35,7.98,,,,,,,,,0.34,138.09,0.19,87.88,0.15,7.37,,0.34,138.09,0.19,87.88,0.15,7.37,,-1.85,85.12,-2.27,47.46,0.43,8.55
Jun-77,5.1,104.03,4.32,61.6,0.79,7.7,,5.1,104.03,4.32,61.6,0.79,7.7,,,,,,,,,4.28,144,3.29,90.77,0.99,7.17,,4.28,144,3.29,90.77,0.99,7.17,,4.34,88.82,3.1,48.92,1.25,8.45
Jul-77,3.32,107.48,2.46,63.12,0.86,7.62,,3.32,107.48,2.46,63.12,0.86,7.62,,,,,,,,,0.23,144.33,-0.45,90.36,0.68,7.26,,0.23,144.33,-0.45,90.36,0.68,7.26,,6.22,94.34,5.67,51.7,0.54,8.14
Aug-77,1.1,108.66,0.77,63.6,0.33,7.68,,1.1,108.66,0.77,63.6,0.33,7.68,,,,,,,,,0.17,144.57,0.04,90.4,0.12,7.33,,0.17,144.57,0.04,90.4,0.12,7.33,,1.41,95.67,1.02,52.23,0.4,8.24
Sep-77,-1.56,106.97,-2.32,62.13,0.76,7.93,,-1.56,106.97,-2.32,62.13,0.76,7.93,,,,,,,,,0.49,145.28,-0.48,89.96,0.97,7.55,,0.49,145.28,-0.48,89.96,0.97,7.55,,-3.3,92.51,-4.51,49.87,1.21,8.67
Oct-77,-1.11,105.77,-2.02,60.87,0.91,8.25,,-1.11,105.77,-2.02,60.87,0.91,8.25,,,,,,,,,-0.02,145.25,-0.64,89.39,0.62,7.81,,-0.02,145.25,-0.64,89.39,0.62,7.81,,-0.84,91.74,-1.36,49.19,0.53,8.91
Nov-77,6.66,112.82,6.37,64.75,0.29,7.84,,6.66,112.82,6.37,64.75,0.29,7.84,,,,,,,,,4.46,151.73,4.31,93.24,0.15,7.57,,4.46,151.73,4.31,93.24,0.15,7.57,,9.48,100.43,9.01,53.62,0.47,8.38
Dec-77,0.22,113.07,-0.58,64.37,0.8,7.92,,0.22,113.07,-0.58,64.37,0.8,7.92,,,,,,,,,1.89,154.59,0.8,93.98,1.09,7.57,,1.89,154.59,0.8,93.98,1.09,7.57,,-2.05,98.38,-3.23,51.89,1.18,8.66
